0,syn_mean,literally,speak,syno_lower_mean,attitude,index,sensitivity,disgust_mood,hashtag,introspection,polarities,temper,fear_mood,Questioning,Change_direction,Mental_property,Taking,Measure_volume,anniversary,cool,die,directorate,lust,face,game,jumping,Aggregate,text
0,0.2456032088861462,0,1,0.3374272786037491,0.0463571428571428,10,0.0202142857142857,0,0,0.0032857142857142,0,-0.0057142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ive ting 7 years ive got loads learn. havent mastered it. proof pudding speak
1,0.2188624910007199,0,0,0.290158371040724,0.131,11,0.0849166666666666,1,0,0.0662499999999999,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denison town-wide power outage find it? lost wireless internet access chose investigate!
1,0.2548596112311015,0,0,0.3453054298642534,-0.08875,12,-0.0075,1,1,-0.03,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,skin peeling face sunburnt looked damn attractive! yuk
0,0.1665030433928921,0,1,0.3541752365281777,0.0,13,0.1601818181818181,0,0,0.1724545454545454,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,sigmund freud whoever loves becomes humble. love speak pawned part narcissism.
1,0.3820494360451164,0,0,0.4457013574660634,-0.09,14,0.1413333333333333,1,1,0.1184444444444444,2,0.0403333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleverley good passer ball always big impact games englandwildcards
0,0.1828653707703383,0,0,0.2138009049773755,0.0,15,0.15,0,0,0.2873333333333333,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feeling sleepy alll watching movie lol
0,0.300019634792853,1,0,0.351090086384204,-0.0254545454545454,16,0.0292727272727272,1,0,0.0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally wait sold 250 1k bought 750 1.5k see good prices
0,0.1864650827933765,0,1,0.1346153846153846,0.0761666666666666,17,-0.0458333333333333,0,0,-0.0528333333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,body becomes doorway speak deeper sense aliveness underneath fluctuating emotions thinking. 21
1,0.1900647948164147,0,0,0.3071266968325792,0.07725,18,0.1805,0,0,0.1611666666666666,2,-0.0683333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,love mom plans pretty much grad party already told wanted family dinner.
1,0.0874730021598272,0,0,0.1374434389140271,-0.015125,19,0.03475,1,1,0.27775,2,0.03825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,favourite mythical creatures happy girls tampon commercials yeahright
1,0.8236141108711305,0,0,0.920814479638009,0.2769999999999999,20,0.3,0,0,0.6093333333333334,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taken advantage cool
1,0.5932325413966884,0,0,0.6040723981900452,0.0,21,0.127,0,0,0.1495,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,love watching play video games fun.
1,0.1612670986321094,0,0,0.1402714932126696,0.0,22,0.0,0,0,0.3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks putting kennel...........
1,0.0847732181425486,0,0,0.1756221719457013,-0.0075,23,-0.091875,1,1,0.156875,2,0.23125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,german weather-cycle sun. partly cloudy mostly cloudy rain rain lot rain rain rain rain. repeat. immamissit
1,0.2080633549316055,0,0,0.3042986425339366,-0.0666666666666666,24,0.2322499999999999,1,0,0.2083333333333333,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kids nextdoor even cuter screaming top lungs parents partying loudly garden 4am
0,0.265658747300216,0,0,0.5107466063348416,0.0,25,0.0,0,0,0.103,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lol definitely couldnt tell got 3 hours sleep...
0,0.2568230905163951,0,0,0.3881118881118881,-0.0154545454545454,26,0.0768181818181818,1,0,0.0815454545454545,2,0.0057272727272727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,dont love realise know someone well tell theyve bathroom smell their..
0,0.2602591792656588,0,0,0.2095588235294117,-0.006,27,-0.0794999999999999,1,1,-0.225375,0,0.01575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nice try ... im falling it. propaganda also
1,0.2018456705281759,0,0,0.2554504319210202,0.1529090909090909,28,0.1418181818181818,0,1,0.0763636363636363,2,-0.0777272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,choose hike trail escape bustle discover motorable road side top! windyhills
0,0.2456032088861462,0,0,0.3398513251454427,0.0,29,0.1255,0,1,0.1339999999999999,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,!! ....... rt lets see pacers extend series game 7 tonight. pacers heat indvsmia
0,0.3484521238300936,1,0,0.4871794871794871,-0.0122222222222222,30,0.1204444444444444,0,0,0.013,2,-0.053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hurry n finish man good im literally love poussay
1,0.4132469402447804,0,0,0.3778280542986425,0.0,31,0.1516666666666666,0,0,0.0898333333333333,2,-0.1616666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...because calling people way reach them.
0,0.2826288182659673,0,1,0.453781512605042,0.0,32,0.2571428571428572,0,0,0.2571428571428572,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ooooh youre ahead too. get fortnight. speak
0,0.4384449244060476,0,0,0.5361990950226244,0.0,33,0.183,0,1,0.1856249999999999,2,-0.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well feel loved dont know feel cheers guess
0,0.3052555795536357,0,0,0.3024132730015083,0.105,34,-0.0988888888888888,0,1,-0.0988888888888888,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,knew lebronjames kryptonite heat? adding plays for... miamiheat. gospursgo
0,0.5238562733163165,0,0,0.5639654463183874,-0.0845454545454545,35,0.1542727272727272,1,1,0.3126363636363636,2,-0.1194545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ironic given phraseimagery range roam shine light corner culture. metaphor
0,0.2980561555075594,0,0,0.6549773755656109,0.0,36,0.1905,0,0,0.0292499999999999,0,-0.21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,people love fake people
1,0.1540676745860331,0,0,0.2194570135746606,0.0,37,0.4176666666666666,0,0,0.2771666666666667,2,-0.0143333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,excited exact teams nba finals year
1,0.2136265462399372,0,0,0.1567256273138626,0.0848181818181818,38,-0.0112727272727272,0,1,-0.0132727272727272,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,think time became personal trainer. pay baked goods ohwell sayyes lol
0,0.128869690424766,0,0,0.1826923076923076,0.0,39,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,did! were! . i’m looking forward rocking look cowes friday night! -
0,0.1576673866090712,0,0,0.1586538461538461,0.0,40,-0.2375,1,1,-0.21625,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 employment location undocumented immigrants american home immigrationreform
0,0.1900647948164147,1,0,0.1063348416289592,0.3126666666666666,41,-0.1933333333333333,0,0,-0.32,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally waiting response
1,0.1648668106551476,0,0,0.1346153846153846,-0.0098333333333333,42,-0.1391666666666666,1,0,-0.1433333333333333,0,-0.055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,although walk valley shadow death fear evil im satans spawn. barack obama
1,0.5500359971202304,0,0,0.5305429864253394,-0.0699999999999999,43,0.4073333333333333,0,0,0.4378333333333333,2,-0.0046666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soo glad best friend checked lately
0,0.3304535637149028,1,0,0.311368778280543,-0.01375,44,0.159,0,0,0.28475,2,0.045375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,couldnt bigger smile face. literally feels good vacation
1,0.2956563474922006,0,0,0.3476621417797888,0.0,45,0.0983333333333333,0,1,0.0818888888888888,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,keep sharing look video on......social media p socialmedia lookup
0,0.0851589015735884,0,1,0.1192630898513251,0.0,46,0.078,0,0,0.0774285714285714,2,-0.0971428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,interesting. might kindred soul visiting soon. speak.
1,0.0892728581713463,0,0,0.1035067873303167,0.0204166666666666,47,0.0561666666666666,0,0,0.1617499999999999,2,0.0769166666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,happy birthday peace lovin guy whos inadvertently caused death anyone human history.
0,0.4060475161987041,1,0,0.311368778280543,-0.01375,48,0.04025,0,0,0.0,2,0.045375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,starbucks sounds good right now. literally anything starbucks!
0,0.2937365010799136,0,0,0.4027149321266968,0.0622,49,0.0617333333333333,0,0,0.004,2,0.0084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete rose says jimmy rollins worried ab personal recordswhat pete rose played baseballor somebody else
1,0.5032397408207343,0,0,0.3665158371040724,-0.0525,50,0.05075,0,0,0.0945,2,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,much catch summer cray....
0,0.3142548596112312,0,0,0.2774321266968326,0.097625,51,-0.2175,0,0,-0.09375,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,packed diego costa begovic starter futwc pack bad
1,0.5140388768898488,0,0,0.3970588235294118,0.0,52,0.0787,0,1,0.0866,2,-0.0581999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yeah ask call wanna listen friend play video games whatareweanymore
1,0.6405430422709041,0,0,0.8901098901098901,0.0,53,0.0,0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mngop2014 currently playing going go way... .
0,0.3412526997840173,0,0,0.3410633484162896,-0.01875,54,0.03175,0,0,0.036,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nice lady reception dentists gave freebies. kid lollipops
1,0.3813637766121568,0,0,0.5943762120232708,0.0,55,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,night? 2 movies ? go back outside?
1,0.4190064794816415,0,0,0.4513574660633484,0.0,56,0.0,0,1,-0.078,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,threw little reading that. puckers lips nasty hope gets flu.
1,0.1276697864170866,0,0,0.3514328808446455,-0.1111111111111111,57,-0.0053333333333333,1,1,0.013,0,-0.0933333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,dont love people stab fucking back? thoughtyouwereafriend bitches fuckall
1,0.4168466522678186,0,0,0.6210407239819005,0.0755833333333333,58,-0.1658333333333333,1,0,-0.1449166666666667,0,0.0778333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lightheaded nauseous shooting pains going left arm. oh post immunisation symptoms fun
0,0.0856731461483081,0,0,0.1826923076923076,-0.03225,59,0.1474166666666666,1,1,0.28525,2,-0.0498333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,oh gosh like wow love kaleb soooooo freaking awesome bejelli cuz friend
1,0.2085775995063252,1,0,0.1968325791855203,0.0,60,-0.1414285714285714,0,0,-0.2157142857142857,0,-0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happened october literally nothing walked away relationship
0,0.4852411807055436,1,0,0.7002262443438914,0.08225,61,-0.0708333333333333,0,0,-0.1316666666666666,0,-0.0699999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,like keep going would fucking miserable without kid literally head heels theyre
1,0.0712742980561555,0,0,0.0837104072398189,0.0828333333333333,62,0.0791666666666666,0,1,0.063,2,0.0651666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rich people secretly discuss whether privacy exists. bilderberg nuthinsuss surveillancestate nwo 2014may…
0,0.2332613390928725,0,1,0.3495475113122172,0.1045,63,-0.00125,0,0,0.0308333333333333,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goes show - never underestimate power darkness. thanks armaros we…dodged bullet speak…
1,0.2926565874730022,0,0,0.4343891402714932,0.062875,64,-0.105,0,0,-0.09625,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gonna see fuckup shoulder today cause want surgery
1,0.3395912942349228,0,0,0.4839888618169161,0.0,65,0.103076923076923,0,0,0.1109230769230769,2,-0.0561538461538461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,well seen sun today... place filled crackpots fannys!!! gotta love sunny scotland ....
0,0.2390208783297336,1,0,0.3461538461538461,0.0,66,0.0,0,0,0.0,2,0.0039333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630. weve literally spent entire day dfac pretty much. probably going hard drinking tonight can....
0,0.228461723062155,0,0,0.5060331825037707,0.0,67,-0.0922222222222222,0,0,-0.0866666666666666,0,-0.0933333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 days till leave spain. ill fuck shit europe.
0,0.6976241900647948,0,0,0.6945701357466063,-0.01,68,-0.0124999999999999,1,0,0.0058333333333333,0,-0.0033333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,proverbial lemonade made made mistakes see lifes lemons often times come abundance
1,0.4276457883369331,0,0,0.5090497737556561,-0.011,69,0.1222,0,1,0.09,2,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,know gonna good day crack phone first thing morninnn wheresmycase
0,0.119099043505091,0,0,0.1507756948933419,0.088,70,-0.0949285714285714,0,0,-0.0387857142857142,0,0.0445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,would hilarious donald sterling donated 1.9 billion profit clippers sale feed starving children africa
1,0.2836573074154068,0,0,0.5644796380090498,0.0023333333333333,71,0.1418333333333333,0,0,0.1595,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,seen facebook? everyone tonight! love invite
1,0.5323143379298887,0,0,0.7267664462234598,-0.0339230769230769,72,0.079076923076923,1,1,0.0336923076923077,2,0.0048461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bedroom finally getting cleared unfortunately finally get back bed.....in-laws land sunday ready guests
0,0.402447804175666,0,0,0.5729638009049773,0.0,73,0.0,0,0,0.0644166666666666,2,0.06325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feel like ive seeing lot girls post pictures lush products claiming problem.
0,0.2926565874730022,0,1,0.2816742081447964,0.091875,74,0.105125,0,0,0.0,2,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,name app says secret info says speak freely.
0,0.2116630669546436,0,0,0.2689479638009049,0.0,75,0.250125,0,0,0.234875,2,-0.0829999999999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,love pink water bottle doesnt actually pink whatsoever
0,0.2266157168964944,0,0,0.269926905673512,-0.003076923076923,76,0.3776153846153847,0,1,0.3284615384615384,2,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donate education metro bus education matters traveling support tameer e school rt plz
1,0.3250539956803456,0,0,0.2986425339366516,0.0,77,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fabregas come back arsenal says cazorla santi xavi
0,0.2686039662281563,1,0,0.2030028794734676,-0.01,78,0.0292727272727272,0,0,0.0809090909090909,2,0.0978181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,driving around hours crissy amelia. literally good evening! meadfoot berry head..
1,0.175665946724262,0,0,0.1855203619909502,0.0,79,-0.0141666666666666,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contact number missguided dont answer customer calls?! theyve sent faulty item... reallyimpressed
1,0.1468682505399568,0,0,0.1221719457013574,0.3096,80,-0.288,0,0,-0.2679999999999999,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,insurance companies thieving crook fraudsters
1,0.6940244780417567,0,0,0.8076923076923077,-0.02,81,0.072,0,0,0.0225,2,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alexis picked best day go pool...
0,0.2620590352771779,0,1,0.2816742081447964,-0.1233333333333333,82,0.0169999999999999,1,0,-0.0028333333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,want upset apple cart speak xx
0,0.4193387605914604,0,0,0.3508527671423599,0.0,83,-0.0721538461538461,0,1,-0.0463846153846153,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,listening music feel type way say something bad thing love bad thinking bout
1,0.357451403887689,0,0,0.4259049773755656,0.106625,84,-0.095,0,0,0.04625,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,oh. im forced take new twitter settings. great.
1,0.4060475161987041,0,0,0.3410633484162896,-0.10125,85,0.0,1,0,-0.12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,staring many grumpy faces right put graduating mood.
0,0.3073125578525147,0,1,0.4343891402714932,0.0,86,0.1958571428571428,0,1,0.2267142857142857,2,-0.1414285714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,wrote post bhutan phallic love affair speak
1,0.0892728581713463,0,0,0.2307692307692307,0.0,87,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maybe need racing?
1,0.5692344612431006,0,0,0.6153846153846153,-0.0133333333333333,88,0.048,0,0,0.015,2,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took career test said career counseling best suited me.
0,0.1987041036717062,0,1,0.2104072398190045,0.0,89,0.0283999999999999,0,0,0.0,2,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,popping cherry speak tonight kate
1,0.1843052555795536,0,0,0.2149321266968325,-0.066,90,0.0686666666666666,1,0,0.0465333333333333,2,-0.0473333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan snyder trying pay websters remove first def. redskin. next establish original americans literacy foundation.
1,0.2764578833693304,0,0,0.2850678733031674,0.0,91,0.0556666666666666,0,1,0.1104666666666666,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im always u u need someone talk seems like rest time u treat like crapwhatagreatfriendur
0,0.3100551955843533,1,0,0.4343891402714932,-0.0122222222222222,92,0.0357777777777777,0,0,0.0048888888888888,2,-0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ive literally eaten nothing day need good first haha
1,0.3844492440604752,0,0,0.311368778280543,0.0,93,0.0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well hed well qualified know deceiving british public
1,0.2698122611729524,0,0,0.3508527671423599,0.0327692307692307,94,-0.081076923076923,1,0,-0.1284615384615384,0,0.043076923076923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jameis winston definitely asked crab legs consent stole like girl got consent from.
0,0.0550755939524838,1,0,0.0738122171945701,0.09225,95,0.0,0,0,0.2095,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ya know.. im pretty sure literally one. haha
1,0.1804655627549796,0,0,0.253393665158371,0.2015555555555555,96,0.0333333333333333,0,1,0.0931111111111111,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person even slightly interested groves froch fight ? bothered
1,0.1738660907127429,0,0,0.1289592760180995,0.0,97,0.12375,0,1,0.099375,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hundred pages read genetics chemistry day tomorrow. mysummerisgreat
0,0.1630669546436285,0,0,0.2053167420814479,0.0,98,0.1125,0,0,0.1125,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,whos ready first day ib testing?? whoot whoot!!
1,0.060475161987041,0,0,0.0678733031674208,0.0,99,0.0863,0,1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chopped canada aaaaallllllmosttttt motivates actually cook whatayaknow cerealitis solideffort lackappetite
0,0.6004319654427646,0,0,0.6677036199095022,0.0,100,0.0,0,0,0.1125,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,beginning implies end end marks beginning something new
1,0.1954643628509719,0,0,0.3156108597285068,0.0,101,0.05625,0,1,-0.04125,0,-0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 years without fucking beer! fucking major withdrawl right now!!! ahhhhhh!!!! why? why???????? help must drinky
1,0.3455723542116631,0,0,0.3665158371040724,-0.198,102,0.18,1,0,-0.006,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,youre cool post drunk are.
1,0.0789879666769515,0,0,0.0804783451842275,-0.0324285714285714,103,-0.0088571428571428,1,1,0.1385714285714285,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wish luck midterm im freaking out! soready
1,0.4091329836470225,0,0,0.441661279896574,0.0502142857142857,104,-0.0762142857142857,1,0,-0.0339999999999999,0,-0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,still least means weve finally found use young unemployed people. tory policies better country.
0,0.2894168466522678,1,0,0.2816742081447964,-0.02,105,0.1536,0,0,0.0267,2,-0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im literally shaking nice ily much deserve good thongs life
1,0.2498753945838179,0,0,0.2673163940132266,0.1972307692307692,106,0.0814615384615384,0,1,-0.0576923076923076,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soo..he asshole last week words mine week youre cooking dinner together bad keeper
1,0.4739278000617094,0,0,0.7737556561085972,0.0,107,0.0445714285714285,0,1,0.1281428571428571,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,really love people get tattoo spot realnice
1,0.4677568651650726,0,0,0.5216548157724628,0.0,108,0.0,0,0,0.1285714285714286,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thank making adding tracks starred playlist easy.
0,0.2375809935205183,1,0,0.2884615384615384,-0.011,109,0.0322,0,0,0.0,2,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally like 10 good morning gorgeousbeautiful messages fb replied one
0,0.1834191726200365,0,0,0.2386007657500869,0.0585384615384615,110,0.1706923076923077,0,1,0.1361538461538461,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dislike eating late chicken red velvet cookies ...eaten together course p ineedtodobetter --
0,0.2641160135760568,1,0,0.2065287653522947,0.111,111,-0.0847142857142857,0,0,-0.0355714285714285,0,0.0437142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allie literally always miserable time happy time
0,0.617230621550276,0,1,0.6794871794871794,0.0,112,0.0082222222222222,0,0,0.0026666666666666,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,company cover fortuna decreed pull lagniappe take edge speak
1,0.1734507393254693,0,0,0.3900104420466411,0.0,113,0.0586153846153846,0,0,0.009,0,-0.0646153846153846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,wanna know another pro pregnancy? waking find youre leaking milk. fucking love do.
0,0.4139014333398783,0,0,0.4621554915672562,0.0,114,0.0715454545454545,0,0,0.1605454545454545,2,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friend used work talent corp completed masters harvard. want return malaysia.
1,0.1123110151187905,0,0,0.1052036199095022,0.0008,115,0.115,0,1,0.0915,2,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,huge jackman looked little scronny newest x-men film. doeshefitthroughdoors? hughjackman
1,0.2175535048105242,0,0,0.2585355820649938,-0.0663636363636363,116,-0.0745454545454545,1,1,-0.0709090909090909,0,-0.0763636363636363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grannyescort c4- 84 year old recovering major operation looks hot! puke
1,0.6976241900647948,0,0,0.8543552036199095,0.0,117,0.123375,0,1,0.207625,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,people take pictures running soattractive picture lunch room
0,0.3682505399568035,0,0,0.544683257918552,0.0,118,0.209625,0,1,0.218875,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gun goes chinese kindergarten class safety talk -story454…
0,0.2498753945838179,0,0,0.3378002088409328,-0.003076923076923,119,0.0086923076923076,0,1,-0.0046153846153846,2,0.0776153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cant believe waited 20m bus delayed many busses getting others way mktransport arriva
1,0.1036717062634989,0,0,0.1822882999353587,-0.0385714285714285,120,0.1562857142857142,0,0,0.1352857142857143,2,0.0774285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,yeah cuz kid need assistance attitude department.
0,0.3827878385113807,0,0,0.4526627218934911,0.1527692307692307,121,0.1031538461538461,0,1,0.0204615384615384,2,-0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u.s customs border protection get suv washed car wash full legal workers madfunny
0,0.203023758099352,0,1,0.3054298642533936,-0.028,122,0.0832,0,0,0.0935999999999999,2,-0.0223999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,interesting prediction. want guys play. hopefully carter regains form speak
1,0.6814254859611232,0,0,0.5913461538461539,0.021,123,-0.030375,0,1,-0.025375,2,-0.00375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,car broken cannot drive atlanta ride bicycle criticalmass.
