traintweets.tsv:463005499764768768	-0.98	Temporal_collocation Degree
traintweets.tsv:471700837321170945	-3.02	Means Substance
traintweets.tsv:463577478905090049	-1.17	Medical_professionals Activity_start Process_start Setting_out Ambient_temperature Subjective_temperature Temperature
traintweets.tsv:463560437666426880	-2.05	Experiencer_focus Calendric_unit Measure_duration
traintweets.tsv:463384497820418049	-1.24	Body_mark Opportunity
traintweets.tsv:460246783419883520	-2.65	Experiencer_focus Kinship
traintweets.tsv:463367863210737664	-2.2	Activity_start Process_start Setting_out Calendric_unit Stimulus_focus Contacting Public_services Quantity Rank Awareness Certainty Boundary
traintweets.tsv:472608304066486272	-1.47	Becoming_aware Locating Emotion_directed
traintweets.tsv:463128842454839297	-2.37	People Meet_specifications Causation Placing
traintweets.tsv:460318153911054336	-2.95	
traintweets.tsv:463010624415748096	-0.9	Experiencer_focus
traintweets.tsv:460274604083515392	-2.14	Hostile_encounter Kinship Activity_stop Cause_to_end
traintweets.tsv:463008169388957697	-1.92	
traintweets.tsv:463583260237647872	-1.8	Locale_by_use Communication Statement Text_creation
traintweets.tsv:471698136432672768	-0.47	Possibilities Temporal_collocation
traintweets.tsv:463398028469362688	-1.78	
traintweets.tsv:463473880259375105	-2.72	Protecting Kinship Perception_experience Calendric_unit Measure_duration
traintweets.tsv:463340533008433152	-2.78	Arriving Coming_to_believe Deciding
traintweets.tsv:463074313059323904	-1.65	Behind_the_scenes Sign_agreement Text_creation Perception_active
traintweets.tsv:463568460300042240	-1.8	Substance Success_or_failure Successful_action
traintweets.tsv:463190235073896448	-3.18	Compatibility
traintweets.tsv:472813097212977152	-2	Calendric_unit Measure_duration Timespan Taking_time
traintweets.tsv:462998941442007043	-3.45	Ranked_expectation
traintweets.tsv:463496918044127232	-1.88	Getting Cause_impact Cause_motion Impact Self_motion Part_ordered_segments
traintweets.tsv:472396030172860418	-2.58	Activity_start Calendric_unit Measure_duration Timespan Degree Emotion_directed
traintweets.tsv:463150847321313280	-2.87	Reason Correctness
traintweets.tsv:463053863848001537	-3.02	Calendric_unit Calendric_unit Linguistic_meaning Locale_by_use
traintweets.tsv:463285271333588992	-2.05	Education_teaching Expensiveness Bringing Operate_vehicle Degree
traintweets.tsv:463490511957803008	-3.51	
traintweets.tsv:471790541290491905	-2.21	Accuracy Chatting Statement Talking_into Ambient_temperature Subjective_temperature Temperature Dressing
traintweets.tsv:463293590589153280	-0.9	Locale_by_use
traintweets.tsv:463042121079873536	-3.04	Communication Statement Text_creation
traintweets.tsv:463084125143179264	-1.35	
traintweets.tsv:463309321070067712	-0.9	Calendric_unit
traintweets.tsv:463597759690330112	-1.86	Biological_urge Desiring Personal_relationship Have_as_requirement Needing Required_event Exhaust_resource Judgment_direct_address
traintweets.tsv:463418912546488320	-2.72	Buildings Body_movement Closure Temporal_collocation
traintweets.tsv:463099497783242752	-2.74	Coming_to_believe Feeling Perception_active Perception_experience
traintweets.tsv:463044733204312064	-0.79	Text
traintweets.tsv:463211645180084224	-1.88	Calendric_unit Temporal_subregion Degree
traintweets.tsv:463436000120020994	-0.74	Ranked_expectation Attack Ambient_temperature Subjective_temperature Temperature Substance
traintweets.tsv:471679372751933440	-1.65	Judgment
traintweets.tsv:463013420225159168	-2.02	Precipitation Emotions_by_stimulus Possession Calendric_unit Measure_duration
traintweets.tsv:463472345685188608	-1.79	Relational_political_locales Dressing
traintweets.tsv:463587571029643264	-2.2	
traintweets.tsv:463449908797001728	-1.29	Choosing
traintweets.tsv:463515929612017664	-3.58	Usefulness Simple_name
traintweets.tsv:463457581512785920	-3.02	Judgment_direct_address Make_noise Degree
traintweets.tsv:463090737454665728	-0.56	Being_awake Perception_active Seeking Experiencer_obj Being_awake Perception_active Seeking Typicality
traintweets.tsv:462997069909987328	-1.86	Activity_ongoing Cause_to_continue Impact Manipulation
traintweets.tsv:463315894836674560	-2.33	People Vehicle Connecting_architecture Desiring Personal_relationship
traintweets.tsv:463098769589157888	-2.08	Manufacturing
traintweets.tsv:463478930519781376	-2.19	Perception_experience Sound_level Awareness Categorization Opinion Regard Experiencer_obj
traintweets.tsv:463511062302564352	-2.22	Experiencer_obj Ranked_expectation Locale_by_use
traintweets.tsv:463306278932975616	-2.49	Calendric_unit Measure_duration
traintweets.tsv:463508968686776320	-3.43	Communication Statement Text_creation Chatting
traintweets.tsv:463419669320564736	-3.13	Degree Being_located Change_posture Posture Relative_time Measure_duration
traintweets.tsv:463590917258371072	-2.6	Perception_active Scrutiny Seeking Clothing Activity_start
traintweets.tsv:463039661833998337	-1.88	Chatting Statement Talking_into Personal_relationship Experiencer_focus
traintweets.tsv:472693111856963584	-2.58	Catastrophe Adducing Mention Correctness Grinding People Feeling Perception_body
traintweets.tsv:463047902189723648	-2.33	
traintweets.tsv:472358900683919360	-2.54	Taking_time Calendric_unit Measure_duration Timespan
traintweets.tsv:463001568204181504	-3.53	Emotion_directed Awareness Certainty Observable_body_parts Observable_body_parts Observable_body_parts
traintweets.tsv:463367017329098752	-3.65	Degree
traintweets.tsv:463315678133354497	-2.2	Be_in_agreement_on_assessment Make_agreement_on_action Documents Verdict
traintweets.tsv:471677425995489280	-2.87	Awareness Cogitation People Awareness Certainty
traintweets.tsv:463001700312178689	-4.02	Ambient_temperature Subjective_temperature Temperature Chemical-sense_description Awareness Categorization Opinion Regard
traintweets.tsv:463155925835345920	-1.29	Degree Desirability Temporal_collocation Experiencer_focus
traintweets.tsv:472335051192287232	-1.82	Desiring Encounter Aesthetics
traintweets.tsv:463283307078098944	-2.64	Taking_time Education_teaching Project Purpose
traintweets.tsv:463308247018274817	-1.87	Vehicle Halt Grant_permission Make_possible_to_do Permitting Statement Vehicle Ambient_temperature Subjective_temperature Temperature
traintweets.tsv:463149457404481536	-2.95	Discussion
traintweets.tsv:463149887895257089	-2.05	Experiencer_focus
traintweets.tsv:463373260080812032	-2.31	Coincidence Luck Sex
traintweets.tsv:463501057998745601	-3	Getting Temporal_collocation
traintweets.tsv:463351758430142464	-3.49	Text Awareness Categorization Opinion Regard
traintweets.tsv:463161153799987200	-2.78	Activity_ongoing Prevarication
traintweets.tsv:463183809471463424	-3.19	Cause_to_perceive Part_ordered_segments Text People Communication Statement Text_creation Text
traintweets.tsv:463072621719216128	-2.22	Sounds Ranked_expectation Clothing Communication Statement Text_creation
traintweets.tsv:463459162987307008	-2.66	
traintweets.tsv:463485630744657920	-0.46	Resolve_problem People Examination Operational_testing Trying_out Cognitive_connection Cognitive_connection
traintweets.tsv:463133412690124800	-2.19	
traintweets.tsv:463419841446420480	-3.03	Emotion_directed Aggregate Organization Intoxicants Thriving
traintweets.tsv:463328088550801408	-3	Judgment_direct_address Calendric_unit Self_motion Traversing
traintweets.tsv:463483273029488640	-2.15	Awareness Certainty Similarity Inchoative_change_of_temperature People_by_age Event_instance Location_in_time Timespan Similarity Examination Operational_testing Trying_out
traintweets.tsv:463069544253513728	-0.16	Judgment Judgment_communication
traintweets.tsv:463439245533646848	-1.78	Board_vehicle Buildings Perception_active Scrutiny Seeking Calendric_unit
traintweets.tsv:463473217488052224	-1.76	Sex
traintweets.tsv:463473449315610624	-3.47	Accuracy Desiring People
traintweets.tsv:460236963451129856	-2	
traintweets.tsv:463157539480551424	-2.33	Kinship Arriving Buildings Expected_location_of_person Calendric_unit Activity_start
traintweets.tsv:463329650085601280	-2.87	
traintweets.tsv:463414142200582144	-2.48	Experiencer_focus Religious_belief Dressing Awareness Categorization Opinion Regard Working_on
traintweets.tsv:463107494387408897	-3.77	Ingestion Finish_competition Finish_game Win_prize Similarity Sex
traintweets.tsv:463434476291653632	-2.33	Participation
traintweets.tsv:463560343714029568	-2.07	Remembering_experience Remembering_information Remembering_to_do Being_at_risk Risky_situation
traintweets.tsv:460213462816145408	-2.43	Experiencer_focus People Dressing Response Mental_property
traintweets.tsv:472155652845211648	-2.1	Body_movement Cause_motion Required_event Departing Certainty Trust
traintweets.tsv:463427125622886400	-1.88	Process_stop Mental_property Vehicle
traintweets.tsv:463139118700953600	-2.37	Perception_experience Ranked_expectation
traintweets.tsv:463317019517931520	-2	Finish_competition Finish_game Win_prize Manipulation Placing
traintweets.tsv:463147243990958080	-2	
traintweets.tsv:472874576796717056	-2.4	Chemical-sense_description Being_employed Seeking Seeking_to_achieve
traintweets.tsv:463480286215286784	-2.75	Likelihood Experience_bodily_harm Desirability Expertise Social_interaction_evaluation Usefulness
traintweets.tsv:463291474222669824	-3.09	Obviousness
traintweets.tsv:463059319265972224	-3.04	Ranked_expectation Experiencer_focus Being_awake Perception_active Seeking Kinship Locale_by_event
traintweets.tsv:463010736579432448	-1.79	Stimulus_focus Familiarity
traintweets.tsv:463294832002076672	-2.52	Degree Being_in_operation Being_operational Usefulness
traintweets.tsv:463351102990061569	-3.49	
traintweets.tsv:471698895182237696	-2.08	Awareness Certainty Awareness Certainty Aiming People_along_political_spectrum
traintweets.tsv:463140421174976512	-2.66	Judgment_direct_address
traintweets.tsv:463029124047835138	-1.86	Likelihood Sounds Experiencer_focus Sounds
traintweets.tsv:463051310669910017	-2.58	Familiarity Communication Statement Text_creation Certainty Likelihood Sex
traintweets.tsv:463361149837131776	-2.73	Calendric_unit Measure_duration Timespan Desirability
traintweets.tsv:463013360037265408	-1.5	Speed Taking_time Speed Taking_time Food
traintweets.tsv:463140555573047298	-2.85	
traintweets.tsv:463562680230363138	0.18	Desiring Simple_name Difficulty Evoking Memory Remembering_experience Remembering_information Remembering_to_do
traintweets.tsv:460255669312954368	-3.12	Calendric_unit Measure_duration Timespan Direction Locale_by_use
traintweets.tsv:463393837298114560	-1.79	Text_creation Adorning Filling Unattributed_information Calendric_unit Calendric_unit
traintweets.tsv:463600058949455873	-3.49	
traintweets.tsv:463267794184708096	-2.17	Awareness Certainty
traintweets.tsv:463336045849755648	-0.9	Preventing Thwarting Desiring People Communication_manner Statement Text_creation Ranked_expectation Cause_change Cause_to_move_in_place Change_direction Moving_in_place Undergo_change
traintweets.tsv:463386337182089216	-1.88	Causation Placing Kinship Weapon
traintweets.tsv:463142635440332800	-2.06	
traintweets.tsv:463314776282501120	-3.47	Weapon Speak_on_topic Topic Measurable_attributes Point_of_dispute
traintweets.tsv:463505034727391232	-0.38	
traintweets.tsv:463470849664626688	-2.19	Sex Calendric_unit Measure_duration Timespan
traintweets.tsv:463315223978319873	-2.06	Intentionally_act
traintweets.tsv:463188382395674624	-1.54	Sleep Experiencer_focus Locale_by_use
traintweets.tsv:463452827818262529	-1.16	People Position_on_a_scale Wealthiness Commerce_pay
traintweets.tsv:471693992736718848	-2.67	Cause_harm Cutting Attempt Attempt_means Capacity Kinship People_by_age Food
traintweets.tsv:462998564806070273	-2.17	Performers_and_roles
traintweets.tsv:460266436062380032	-2.24	Position_on_a_scale Wealthiness
traintweets.tsv:463599990229970944	-2.5	Event_instance Location_in_time Timespan
traintweets.tsv:463471876036395008	-2.23	Calendric_unit
traintweets.tsv:463111059927076864	-2.33	Perception_active Scrutiny Seeking Medical_conditions
traintweets.tsv:463603837824409600	-3.1	Vehicle Event_instance Location_in_time Timespan Ranked_expectation
traintweets.tsv:463265750031953920	-2.65	Feeling Perception_active Perception_experience
traintweets.tsv:463542446824357888	-3.02	Experiencer_focus Wearing
traintweets.tsv:463513527848673280	-1.57	Becoming_aware Locating Residence Calendric_unit Losing_it
traintweets.tsv:463393664707080193	-2.28	Typicality Prison
traintweets.tsv:463065888917561345	-3.61	Degree Cause_to_experience Meet_with_response
traintweets.tsv:463392869722914816	-2.4	Calendric_unit Measure_duration Timespan Ranked_expectation Event_instance Location_in_time Timespan Accoutrements Emotion_directed
traintweets.tsv:460263809501130752	-3.26	
traintweets.tsv:463093456600981506	-2.52	Medical_professionals Communication Statement Text_creation Calendric_unit Measure_duration Text Emotion_directed Performing_arts
traintweets.tsv:463115434997202944	-2.87	Awareness Certainty Calendric_unit Familiarity Death Rotting
traintweets.tsv:460325742266433536	-2.21	Experiencer_focus Calendric_unit
traintweets.tsv:463135227682897920	0.15	Sex
traintweets.tsv:463562962004094976	-2.64	Building_subparts
traintweets.tsv:463040304661397504	-2.56	
traintweets.tsv:463089814762311680	-3.13	Temporal_collocation Statement
traintweets.tsv:460269011746299904	-2.59	Calendric_unit Halt
traintweets.tsv:463150817588310017	-1.36	Difficulty Awareness Grasp
traintweets.tsv:463606390947192832	-1.14	Working_on Temporal_collocation
traintweets.tsv:472788331991142400	-2.02	Performing_arts
traintweets.tsv:463109909651787776	-2.43	
traintweets.tsv:463057032715571200	0.26	Calendric_unit Measure_duration Calendric_unit Measure_duration
traintweets.tsv:463124420060790785	-2.72	Awareness Categorization Opinion Regard Ranked_expectation Being_located Posture Perception_active Scrutiny Seeking Degree Fairness_evaluation
traintweets.tsv:463331481419808768	-1.27	Simple_name
traintweets.tsv:463509393552969729	-0.64	
traintweets.tsv:460194769260404737	-3.16	
traintweets.tsv:460209094276558848	-2.67	
traintweets.tsv:463217243837722624	-2.63	Communicate_categorization Linguistic_meaning Communication Statement Text_creation Identicality Similarity Law Leadership Organization Judgment_direct_address
traintweets.tsv:463399463739207681	-3.02	Medical_conditions
traintweets.tsv:463527401767456769	-1.13	Rewards_and_punishments
traintweets.tsv:463432586610475008	-2.66	Clothing
traintweets.tsv:463531723867701248	-2.17	
traintweets.tsv:463463293261467648	-2.91	Personal_relationship Finish_competition Finish_game Win_prize Make_noise
traintweets.tsv:463443652266557440	-1.71	Buildings Expected_location_of_person Calendric_unit
traintweets.tsv:463496254249787392	-2.49	Degree Degree Experiencer_focus
traintweets.tsv:463245815431983104	-0.33	Sounds Kinship Time_vector Request Gathering_up Buildings Expected_location_of_person Measure_duration
traintweets.tsv:463091362834157568	-2.57	Cause_to_perceive Feeling Measure_duration Cause_to_perceive Feeling
traintweets.tsv:463099192660209664	-2.31	Unattributed_information Body_movement Closure
traintweets.tsv:463251548886540288	-3.58	Front_for Direction Measure_duration
traintweets.tsv:463369775033647105	-3.21	Similarity
traintweets.tsv:460256763594293249	-2.3	Participation
traintweets.tsv:463340312895946752	-0.93	Ranked_expectation Experiencer_focus Timespan
traintweets.tsv:472546919840247808	-3.2	Desirability Complaining
traintweets.tsv:463159406084235265	-3.02	Calendric_unit Measure_duration Manipulation Medical_professionals Timespan People Observable_body_parts Certainty Likelihood
traintweets.tsv:463376514365812736	-2.49	Attempt_suasion Certainty Likelihood Possibilities
traintweets.tsv:463500245221928960	-2.71	Impact Make_noise
traintweets.tsv:473126088026361856	-2.7	Causation Placing Dimension Measurable_attributes Position_on_a_scale Calendric_unit Emotions_of_mental_activity Experiencer_focus
traintweets.tsv:463039632498651137	-3.3	Desiring Buildings Building Cause_to_start Coming_up_with Creating Intentionally_create Organization
traintweets.tsv:463506932762832896	-3.09	Required_event
traintweets.tsv:463435215357345792	-3	Personal_relationship
traintweets.tsv:463303087609106433	-2.49	Frequency Speed Building_subparts Progress
traintweets.tsv:463139679454261249	-3.1	Likelihood Emotions_by_stimulus Body_movement Earnings_and_losses Appearance
traintweets.tsv:463009433082019841	-3	Experiencer_obj Success_or_failure Successful_action Difficulty Cardinal_numbers Commutative_process Success_or_failure Ranked_expectation Sequence
traintweets.tsv:463283512632942593	-2.08	Ranked_expectation Topic Topic Activity_finish
traintweets.tsv:463189923785220096	-2.58	People Shoot_projectiles
traintweets.tsv:463212140518576128	-3.19	People Emotions_by_stimulus Fields
traintweets.tsv:463421998207868928	-3.13	
traintweets.tsv:463156440509595649	-2.49	
traintweets.tsv:463026950496591872	-2.91	
traintweets.tsv:463405561665433601	-1.66	
traintweets.tsv:463258797709213696	-2.6	Taking_time Temporal_collocation Sex
traintweets.tsv:462997651383140352	-3.41	Age
traintweets.tsv:463355219871428609	-1.29	Accuracy
traintweets.tsv:463144353515712512	-3.21	Dressing Communication Statement Text_creation Facial_expression Observable_body_parts
traintweets.tsv:463342635873476608	-2.52	Performing_arts
traintweets.tsv:472133287155359744	-2.72	Relation
traintweets.tsv:463528437022740480	-2.65	People
traintweets.tsv:471700177083195392	-3.49	Cardinal_numbers Causation Sending People Sending
traintweets.tsv:463284779807674368	-2.66	Direction Time_vector Arriving Temporal_collocation Cause_impact Cause_motion Impact Self_motion Measure_duration Sleep
traintweets.tsv:463419313357979649	-2.33	
traintweets.tsv:463028973811671040	-2.61	
traintweets.tsv:463330644001824768	-3.05	Ranked_expectation People Desiring Activity_start Calendric_unit
traintweets.tsv:463426871141486592	-2.76	
traintweets.tsv:462999551096287232	-2.85	Expressing_publicly Facial_expression Duration_attribute Buildings Calendric_unit Measure_duration Timespan Temporal_collocation Public_services Evidence Calendric_unit Public_services Forming_relationships
traintweets.tsv:463367707534962689	-2	Expectation Opinion Becoming_a_member Cause_to_amalgamate Calendric_unit Measure_duration Desirability Expertise Social_interaction_evaluation Usefulness Being_employed
traintweets.tsv:471731992053432321	-2.1	Emotion_directed
traintweets.tsv:463531811852021761	-3.43	Speak_on_topic Awareness Cogitation
traintweets.tsv:463102168980287488	-2.33	Locale
traintweets.tsv:463334101647638528	-1.5	People Clothing People_by_vocation
traintweets.tsv:462997135550464000	-2.57	Calendric_unit Measure_duration Timespan Typicality Locale_by_event Being_employed Calendric_unit Measure_duration Timespan
traintweets.tsv:472624215066443776	-3.7	Sex Cause_fluidic_motion Filling Ranked_expectation Sex
traintweets.tsv:463125865971597312	-2.23	Topic
traintweets.tsv:463185676037390336	-1.98	Correctness Calendric_unit
traintweets.tsv:460227390732394499	-2.65	Body_movement Cause_motion Event_instance Location_in_time Timespan
traintweets.tsv:463127666745307136	-2.5	Arriving Vehicle Calendric_unit Measure_duration Timespan People Means
traintweets.tsv:463378214132674561	-3.02	Temporal_collocation Recording
traintweets.tsv:463380500015751168	-3.95	Buildings Expected_location_of_person Quantity Rank Building_subparts Being_employed Calendric_unit
traintweets.tsv:472092329340596224	-1.57	Measure_duration Calendric_unit Measure_duration Timespan Opportunity Cause_change_of_position_on_a_scale Cause_to_be_included Commutative_process
traintweets.tsv:463192499939323904	-3.58	Clothing
traintweets.tsv:471677450783440896	-3.02	Perception_experience People_by_vocation Cause_to_perceive
traintweets.tsv:460278508124504064	-3.54	Holding_off_on Waiting Breathing Contacting Choosing Deciding Eventive_cognizer_affecting Cause_change
traintweets.tsv:463175153149812736	-1.13	Personal_relationship Quitting_a_place Residence State_of_entity
traintweets.tsv:463034652651843584	-2.4	
traintweets.tsv:463150325948751872	-3.49	
traintweets.tsv:463012768455475200	-2.64	Process_end Timespan Activity_start Process_start Setting_out Aggregate Means
traintweets.tsv:463158000237441025	-2.42	Perception_active Scrutiny Seeking
traintweets.tsv:463502295502962689	-2.07	Locale Calendric_unit Measure_duration Timespan Coincidence Calendric_unit Measure_duration Timespan
traintweets.tsv:463346510000705537	-2.06	Statement Mental_property
traintweets.tsv:463350620054106112	-2.2	Choosing Beat_opponent Path_traveled Choosing Success_or_failure Successful_action Choosing
traintweets.tsv:463125369843757056	-2.15	Emotion_directed Age People Experiencer_obj People_by_morality
traintweets.tsv:463102026256506880	-2.13	Cause_change_of_position_on_a_scale Cause_to_be_included Commutative_process Emotion_directed Finish_competition Finish_game Win_prize Personal_relationship Calendric_unit Measure_duration Hear Perception_experience
traintweets.tsv:471698708158230530	-2.33	Experiencer_focus
traintweets.tsv:472963235839475712	-2.31	Dressing Awareness Certainty Chemical-sense_description Kinship Body_movement Simple_name
traintweets.tsv:463081783060623361	-2.72	Emotions_by_stimulus
traintweets.tsv:471678938662461440	-2.91	Stimulus_focus People Facial_expression Observable_body_parts
traintweets.tsv:463301498592829440	-2.89	Perception_active Speed Observable_body_parts
traintweets.tsv:463046316549894145	-2.85	Direction Part_orientational Obviousness Unattributed_information Desiring
traintweets.tsv:472478626253119488	-2.21	Relative_time Categorization Regard Kinship
traintweets.tsv:463362431008251905	-3.27	Ranked_expectation Communication Statement Text_creation Feeling Sounds Vocalizations
traintweets.tsv:463443477221879808	-2.52	Ranked_expectation
traintweets.tsv:460269980714426369	-1.91	Calendric_unit Measure_duration Speed Taking_time
traintweets.tsv:463089164603650048	-2.36	Perception_experience Make_possible_to_do Cause_to_perceive Perception_active Scrutiny Seeking Perception_experience
traintweets.tsv:463103734596505601	-1.59	Being_located Change_posture Posture Locale_by_use Perception_experience
traintweets.tsv:463332954094055426	-2.71	Desiring Personal_relationship Calendric_unit Measure_duration
traintweets.tsv:463475500913291264	-2.86	
traintweets.tsv:463066649936265216	-3	Perception_experience Calendric_unit
traintweets.tsv:463224123343507456	-1.79	Being_employed Calendric_unit
traintweets.tsv:463501806904307712	-3.49	Cause_impact Cause_motion Impact Self_motion
traintweets.tsv:472396424328409088	-2.56	Commerce_pay Money
traintweets.tsv:463070253950717954	-2.49	
traintweets.tsv:463220455781179392	-2.87	Working_on
traintweets.tsv:473097517912301568	-2	Calendric_unit Calendric_unit
traintweets.tsv:463359201855541248	-2.95	Calendric_unit Measure_duration Taking_time Calendric_unit
traintweets.tsv:471677109182930944	-2.67	Experiencer_obj Degree
traintweets.tsv:463283360899796992	-2.2	Taking_time Education_teaching Project Purpose
traintweets.tsv:463071898067566592	-0.27	Calendric_unit Measure_duration Timespan Kinship
traintweets.tsv:463379119955542017	-0.41	Predicament Coming_to_believe Resolve_problem
traintweets.tsv:463041366474637312	-2.38	Experiencer_obj
traintweets.tsv:463030149987196928	-2.1	Ranked_expectation Desirability
traintweets.tsv:463308882107170817	0.18	
traintweets.tsv:460311044674842624	-3.17	Accuracy Usefulness Required_event
traintweets.tsv:463472159424532480	-2.88	
traintweets.tsv:460273510674227200	-2.16	Experiencer_focus People Event_instance Location_in_time Timespan
traintweets.tsv:460315447339274240	-1.13	Dressing Aesthetics Mental_property
traintweets.tsv:463435676340346880	-1.29	Required_event
traintweets.tsv:463229638563479552	-2.38	
traintweets.tsv:463239730365087746	-1.79	People
traintweets.tsv:472590943527256064	-2.53	Emotion_directed People Degree
traintweets.tsv:463059447674187776	-4.14	Desirability Participation
traintweets.tsv:463402706946633729	-2.81	
traintweets.tsv:463227796781670400	-1.88	Part_ordered_segments Text Becoming_aware Locating Political_locales
traintweets.tsv:460262778515644416	-2.39	Being_at_risk Calendric_unit Ambient_temperature Subjective_temperature Temperature Appearance Accoutrements Communication Statement Text_creation
traintweets.tsv:463174076358348800	-2.58	Assistance
traintweets.tsv:463397882867892224	-2.6	Ranked_expectation Attack Ambient_temperature Subjective_temperature Temperature Substance
traintweets.tsv:463073581761458177	-2	Killing Cause_to_make_progress
traintweets.tsv:463029039977230336	-1.41	Ranked_expectation Experiencer_focus Natural_features
traintweets.tsv:463042434578935808	-1.41	Awareness Categorization Opinion Regard Correctness
traintweets.tsv:463394026519937024	-2.6	Clothing
traintweets.tsv:463265408707858432	-2.49	Cause_motion Manipulation Breathing
traintweets.tsv:460257303271194624	-2.63	
