label,Calendric_unit,introspection,syn_mean,index,fear_mood,Awareness,syno_lower_mean,temper,enjoy,proactive,really,hashtag,eagerness_mood,love,sensitivity,attitude,sadness_mood,eager,Change_direction,Perception_active,Perception_experience,Cause_impact,Familiarity,Aesthetics,Stimulus_focus,Obviousness,Leadership,cloud_nine,smile,thanks,thoroughly_enjoy,called,guy,im,irony,People,sexuality,tweet
0,0,0.1292857142857142,0.2904761904761904,10,0,0,0.4126984126984127,0.1104285714285714,0,0,0,1,1,0,0.1274285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dad decided take public today... great postprom
0,0,0.0996666666666666,0.3111111111111111,11,0,1,0.4334705075445816,0.0,0,0,0,0,1,0,0.0846666666666666,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,know would love see fb right now? prom pictures.
1,0,0.0,0.274074074074074,12,0,0,0.2551440329218107,0.0558888888888888,0,0,0,0,1,0,0.0541111111111111,-0.0166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,always say mshs isnt good school graduate miss mshs
1,1,0.1354999999999999,0.0888888888888888,13,0,0,0.1172839506172839,0.0414166666666666,0,0,0,1,1,0,0.1390833333333333,-0.0249999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glad mets winning tonight isnt overshadowed another local sports team! whew dodgedabulletthere
1,0,-0.1623333333333333,0.3222222222222222,14,0,1,0.331275720164609,0.0636666666666666,0,0,0,0,1,0,-0.0233333333333333,-0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good know strict gun laws helping protect people keep general public safe...
0,0,0.1388461538461538,0.1205128205128205,15,0,0,0.1329534662867996,0.0594615384615384,0,1,0,0,1,0,0.1378461538461538,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,russian friends north korea syria cuba. many russians emigrate - great living conditions.
0,0,0.192,0.0733333333333333,16,0,0,0.0888888888888888,0.0,0,1,0,1,1,0,0.016,-0.192,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lord bless weird laugh?!? thankyoulord
1,1,-0.2061538461538461,0.3564102564102563,17,0,0,0.5394112060778727,0.0,0,0,0,0,0,0,-0.1884615384615384,0.0709230769230769,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,refuse go night market dont want perceived cheap youre asking get cheap stuff
0,0,-0.1771428571428571,0.1571428571428571,18,1,0,0.2081128747795414,-0.0257142857142857,0,0,0,1,0,0,-0.2557142857142857,0.129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,would wake ridiculous migraine throw up. yesilovemigraine
0,0,-0.185,0.7416666666666667,19,1,0,0.7160493827160493,0.0,0,0,0,0,0,0,-0.19,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ya foul last play
0,0,0.0,0.0583333333333333,20,0,0,0.0864197530864197,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whats needed isnt enough
0,0,0.1732,0.3866666666666666,21,0,0,0.3061728395061728,0.0,0,1,0,1,1,0,0.37,-0.184,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,well anti big business. trains
0,0,-0.02025,0.0875,22,0,0,0.0709876543209876,-0.0775,0,0,0,1,1,0,-0.0284999999999999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dance mom admitted never danced before. defqualifiedtojudge letstakehercommentsseriously
0,0,0.1428571428571428,0.1952380952380952,23,0,0,0.3315696649029982,0.0,0,0,0,0,1,0,0.1302857142857142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anyone seen naperville norths version happy. amazing
0,1,0.0996,0.7933333333333333,24,0,0,0.6370370370370371,-0.182,0,0,0,0,1,0,0.1746,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well day gets better better...
0,1,0.03375,0.175,25,0,0,0.4320987654320987,-0.00425,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greatest fucking day ever!
0,0,0.2341818181818181,0.0909090909090909,26,0,0,0.0606060606060606,0.0,0,0,0,1,1,0,0.0409090909090909,0.067090909090909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,surely discussing selling luis suarez 100mil real madrid?? truth lol ianayre
1,0,-0.1633333333333333,0.0555555555555555,27,0,0,0.0617283950617283,0.0,0,0,0,1,0,0,-0.1616666666666666,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dammit oprah! couldnt bought clippers almost
0,0,-0.0591666666666666,0.1888888888888888,28,1,0,0.1604938271604938,0.0,0,0,0,1,0,0,-0.1425,0.0061666666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,grahhh dont feel like im progressing feel low unhappy ever. happytweet sorryforbeingamiserablefart
0,0,0.3,0.1333333333333333,29,0,0,0.411522633744856,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks lot mom!!!
1,0,-0.0384375,0.26875,30,1,0,0.353395061728395,0.0651875,0,0,0,0,1,0,-0.1545,-0.0064999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,off-campus mtg. way back office stuck behind station wagon coal bumper sticker belching oily blue smoke
0,1,0.224625,0.15,31,0,0,0.1882716049382716,0.0,0,1,0,1,1,0,0.20775,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,gotta love late night studying dontcareanymore needsleep wheresmycoffee
0,1,0.0962222222222222,0.1407407407407407,32,0,0,0.1426611796982167,0.0,0,1,0,0,1,0,0.0244444444444444,0.2028888888888889,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cold allergies finals week super fun! havent tried should!
0,0,-0.0091249999999999,0.3041666666666666,33,1,0,0.4290123456790123,0.0,0,0,0,0,1,0,0.09275,0.18625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sometimes question went full ib remember.... love stress
1,0,-0.0072727272727272,0.1696969696969696,34,0,0,0.159371492704826,0.0,0,0,0,1,1,0,0.1642727272727272,-0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,brilliant british people fed mediocrity said piers morgan without hint bbcqt
1,0,-0.945,0.0333333333333333,35,1,0,0.0246913580246913,0.0,0,0,0,0,0,0,-0.985,-0.0419999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unreasonable sheesh
0,1,0.1492,0.1911111111111111,36,1,0,0.2962962962962963,-0.053,0,1,0,0,1,0,0.1387333333333333,0.0158,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,yup saw bill maher documentary crazy folk lol apparently mock palm sunday festival big hit.
0,0,0.0,0.1761904761904761,37,0,0,0.1552028218694885,0.0,0,0,0,0,1,0,0.1357142857142857,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rich promotors savannah boosie shoulda booked first
0,0,0.0,0.1133333333333333,38,1,0,0.0691358024691358,0.1784,0,0,0,0,0,0,-0.188,-0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hope team wins. rub face.
0,0,0.297,0.0888888888888888,39,0,0,0.1481481481481481,0.1371666666666666,0,0,0,0,1,0,0.1399999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,maureenio greatest manager next hahahahaha appropriate
0,0,0.0716363636363636,0.2515151515151515,40,0,1,0.3277216610549944,0.0,0,0,0,0,0,0,0.0,0.0827272727272727,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,dear women claims beauty appreciated showed everyonecan see boobs?because think beautiful.
1,0,0.0,0.2083333333333333,41,1,0,0.3045267489711934,0.0,0,0,0,1,0,0,-0.065,0.0631666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,harper - tragedy ppl start go theories listen scientific evidence cdnpoli canada
1,0,0.1782857142857143,0.1095238095238095,42,0,0,0.0758377425044091,0.0942857142857142,0,0,0,1,1,0,0.1358571428571428,-0.0064285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dont spend use cash like physical money isnt technically bitcoin.. every purchasemovement would electronic..
0,0,0.1633636363636363,0.2636363636363636,43,0,1,0.2940516273849606,0.0,0,0,0,0,1,0,0.0692727272727272,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,love someone else plans day without knowledge...it always makes smile lolol
1,0,0.0411666666666666,0.2694444444444445,44,0,1,0.3888888888888888,0.0560833333333333,0,0,0,0,0,0,0.0208333333333333,-0.00775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,animal loving vegans dont take time understand needs cat? cats need meat!
1,0,0.09,0.1433333333333333,45,0,0,0.1851851851851851,0.0,0,1,0,0,1,0,0.09,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,find rather amusing google pioneers dmarc yet spoof e-mail address.
0,0,-0.39,0.0666666666666666,46,0,0,0.4691358024691358,-0.42,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fucking fullest.
0,0,0.0423846153846153,0.2615384615384615,47,0,0,0.3057929724596391,0.0235384615384615,0,0,0,1,0,0,0.0197692307692307,-0.0161538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,oh im happy payed several hundred dollars textbooks get 10 back one collegelife
0,1,0.0708461538461538,0.3153846153846154,48,0,0,0.4216524216524216,0.0,0,0,0,1,1,0,0.0735384615384615,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,got last final tomorrow. need 7 get overall c! wish luck.... math shouldbeexempt
1,0,0.0775454545454545,0.103030303030303,49,1,0,0.1548821548821548,0.0563636363636363,1,0,0,0,0,0,-0.0405454545454545,0.0445454545454545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,totally agree sorta funny hear bama fans complaining someone claiming championships.
0,0,0.215,0.25,50,0,0,0.4259259259259259,0.0,0,0,0,0,1,0,0.09525,-0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,yay montuesday! cant wait get worki love it!
0,0,0.0,0.1095238095238095,51,0,0,0.1058201058201058,0.1347142857142857,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,waitress u questions menu? kind font this?
0,0,0.3,0.1444444444444444,52,0,0,0.1069958847736625,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks putting kennel...........
0,1,-0.0334,0.14,53,0,0,0.1728395061728395,0.0,0,0,0,1,0,0,0.0,-0.176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,already awful long day. yay
1,0,0.2125,0.3066666666666666,54,1,0,0.3728395061728394,-0.0569999999999999,0,1,0,0,1,0,0.0839,0.1457,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,halles husband adulterous punk unfaithful beat kids father real life
1,0,0.2076363636363636,0.2363636363636363,55,0,0,0.2424242424242424,-0.0437272727272727,0,1,0,1,1,0,0.1285454545454545,0.0751818181818181,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,made child lavender graphic. one noms strong suits. march4marriage marriageequality lgbt
0,0,0.1679,0.33,56,1,1,0.3209876543209876,-0.1517,0,0,0,1,1,0,0.1194999999999999,-0.037,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,know makes happy feel wanted respected dont respond me? dick
0,0,0.1733333333333333,0.2111111111111111,57,0,1,0.2386831275720164,0.0339999999999999,0,0,0,0,1,0,0.1861666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,thought people protect us enforce law
1,0,-0.0507857142857143,0.1928571428571428,58,1,0,0.1552028218694885,0.0584999999999999,0,1,0,1,1,0,-0.1178571428571428,0.0548571428571428,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,speaking googling googles diversity blog post missing alt text one systers pointed out. accessibility
0,1,0.1,0.2185185185185185,59,0,0,0.2743484224965706,0.0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q4 comedy supposed mean. keep humor mean classroom? caedchat
1,0,-0.0881818181818181,0.1848484848484848,60,1,0,0.1436588103254769,0.0,0,0,0,1,1,0,-0.1235454545454545,-0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,video.supe… shows extreme cartoon violence censors language security guards bulge. thisworld
0,0,0.1636363636363636,0.206060606060606,61,0,0,0.2558922558922559,0.0,0,1,0,0,1,0,0.1636363636363636,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sell de jong balotelli get strasser paloschi please.. youth project best.
1,0,0.3056,0.2333333333333333,62,0,0,0.2271604938271604,-0.192,0,1,1,0,1,0,0.3164,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,indian fan really pop sportsmanship?
1,0,0.067076923076923,0.3153846153846154,63,0,0,0.275403608736942,0.1406923076923077,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dont believe liberal media signs made front page todays washington post! pls rt.
0,0,0.112125,0.4624999999999999,64,0,0,0.5030864197530864,0.0,0,0,0,1,1,0,0.09525,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,set love free. come back eat eggs. icasmelbourne
1,0,0.0473571428571428,0.1285714285714285,65,0,1,0.1269841269841269,-0.0869285714285714,0,0,0,1,1,0,0.0207142857142857,-0.0857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,think hilarious certain folk nat radio fffgl talk sf policies destroying country lolz todaysor
0,0,-0.1310833333333333,0.2638888888888889,66,1,0,0.3271604938271605,0.0,0,0,1,1,1,0,-0.2198333333333333,-0.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,got sunburned really bad today!! yay!! love sleeping!!!! sarcastic sun burned ouch
0,0,0.09,0.1444444444444444,67,0,0,0.1111111111111111,0.0663333333333333,0,0,0,0,0,0,0.0418333333333333,-0.0333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inside comfort zone? everything familiar nice...
0,0,-0.003,0.2733333333333333,68,1,0,0.2222222222222222,0.0,0,0,0,0,0,0,-0.016,-0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oh cool. didnt sneeze 9 times row pull back muscle.
1,1,0.0818181818181818,0.4363636363636364,69,0,0,0.4085297418630752,-0.056090909090909,0,1,0,0,1,0,0.111090909090909,-0.0981818181818181,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,er dr.- good thing took valium. fall stairs would killed you.
1,0,0.0,0.3333333333333333,70,0,0,0.3703703703703703,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rt guess miami cant take heat. well damn.
1,0,0.3409,0.2133333333333333,71,0,0,0.2666666666666666,0.1596999999999999,0,1,0,1,1,0,0.3216,-0.0289999999999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lolol ok japan japan offers support nations disputes china via
0,0,0.0,0.0333333333333333,72,1,0,0.0246913580246913,0.0,0,0,0,0,0,0,-0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cp3 missed... garbage
0,0,-0.1569999999999999,0.0733333333333333,73,1,0,0.0716049382716049,0.0,0,0,0,0,0,0,-0.094,0.0052999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,al sharpton outed cocaine dealer media nothing! wow. im surprised!
1,0,0.0,0.3166666666666666,74,0,0,0.3061728395061728,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whenever someone says make long story short... already long story?
0,0,0.0036666666666666,0.0888888888888888,75,0,0,0.0905349794238683,0.0313333333333333,0,0,0,0,1,0,0.2833333333333333,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arguing ex...always fun
0,0,0.09175,0.25,76,0,0,0.2098765432098765,0.0925,0,0,0,1,1,0,0.09225,0.205625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,well sunniest beautiful track meet ever!! atitsbest rain
0,1,-0.01,0.1333333333333333,77,1,0,0.0802469135802469,0.0,0,0,0,0,0,0,-0.055,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spending saturday night hospital
0,0,0.219,0.0333333333333333,78,0,0,0.0,0.24025,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,extent todays revision... smashinglife
1,0,0.0093333333333333,0.1814814814814815,79,0,0,0.1618655692729766,0.0,0,1,0,0,1,0,-0.0077777777777777,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,keselowski see? youre one throws water bottles window!!! pa
1,0,0.0053,0.1933333333333333,80,0,0,0.2271604938271604,-0.03,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sometimes need keep teaching pay therapy need youre teacher. teacherproblems
1,0,0.2182857142857142,0.2666666666666666,81,0,0,0.3068783068783068,-0.1385714285714285,0,1,0,1,1,0,0.2251428571428571,0.1172857142857142,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,reading book device predicted star trek. kindle
0,0,0.135,0.1944444444444444,82,1,0,0.2345679012345679,-0.1505,0,1,0,0,1,0,0.0466666666666666,-0.0853333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,yay! dead sick sage testing... yea!
0,1,-0.18,0.2,83,1,0,0.1869488536155202,0.0,0,0,1,0,1,0,-0.1217142857142857,0.3531428571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,really like stuck traffic beautiful saturday afternoon.
0,0,0.282,0.2809523809523809,84,0,0,0.3668430335097001,-0.0991428571428571,0,0,0,0,1,0,0.2918571428571428,-0.0128571428571428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ready go nice lovely school. everyone likes
0,0,-0.0428571428571428,0.2047619047619047,85,0,0,0.2680776014109347,-0.06,0,0,0,0,1,0,0.0651428571428571,-0.0571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amazing spiderman 2 failed hard. made 92 million weekend. total failure. sony cancel series.
0,0,-0.3688888888888889,0.1925925925925926,86,1,0,0.1508916323731138,-0.0933333333333333,0,0,0,1,0,0,-0.2877777777777777,0.1061111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,handle people testing relationship must one heck relationship. weak
1,0,-0.139,0.13,87,1,0,0.1234567901234567,0.0,0,0,0,0,0,0,-0.1649999999999999,-0.0039999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike north asking jesse jacksons thoughts sterling...lol!!! racist complaining racism.
0,1,0.1947142857142857,0.1333333333333333,88,0,0,0.109347442680776,0.0098571428571428,0,0,0,0,0,0,0.0007142857142856,0.0829999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yay totally spend day wanted alone fuckalll
0,0,0.1339166666666666,0.15,89,0,0,0.1460905349794238,0.0,0,0,0,1,1,0,0.1408333333333333,0.1198333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parents accept sexing new courtship? academic said must true!!! sex sexting thetimes.technology…
0,1,0.0,0.1333333333333333,90,0,0,0.037037037037037,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,night terrific..
1,0,0.1977272727272727,0.4303030303030302,91,0,0,0.3815937149270482,0.0386363636363636,0,0,0,0,1,0,0.2734545454545454,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,music use better needed good live show awesome. awesome social meida
0,0,-0.0825,0.1875,92,1,0,0.4166666666666666,-0.21,0,1,0,1,1,0,0.00875,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fucking pumped ... well fuck shit happyprom -.-
1,0,0.07575,0.2145833333333333,93,1,0,0.2716049382716049,-0.0241875,0,1,0,1,1,0,0.0391875,0.0475,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,almost good girls wear geek t-shirts yet fail nvq level 2 hair beauty... hair beauty geek
0,0,-0.0692307692307692,0.2897435897435897,94,1,0,0.3988603988603988,0.0,0,0,0,0,0,0,-0.053076923076923,0.0406923076923076,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apparently cant see tutankhamun’s tomb anymore. built replica. may well go one vegas.
1,0,-0.1975,0.0833333333333333,95,1,0,0.0925925925925925,0.0,0,0,0,0,0,0,-0.2425,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spotted cnet giveaway counter.
0,0,0.0,0.19,96,0,0,0.1432098765432098,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hey! since brian gibbons lineup maybe play sid sid score!
1,0,0.0,0.1212121212121212,97,0,0,0.1189674523007856,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,jesus. bought everything bagels farmers market everything kitchen smells like everything.
1,0,0.09,0.1033333333333333,98,0,0,0.1061728395061728,0.0,0,0,0,1,1,0,0.09,-0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,man invented 3-pt flop criticising westbrooks oscar-worthy performance millertime gospursgo
1,0,0.225,0.4125,99,0,0,0.4012345679012346,0.0,1,1,0,1,1,0,0.1125,0.021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,find ironic strange people drive place workout... society
0,0,0.2431666666666666,0.35,100,0,0,0.4588477366255143,0.0101666666666666,0,0,0,1,1,0,0.2074166666666666,0.0765833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,favorite part trip always bus ride plane ride get another bus.... wantmybedandbf
0,1,0.3322727272727273,0.5151515151515151,101,0,0,0.4848484848484848,0.0204545454545454,0,1,0,1,1,0,0.2721818181818181,-0.0109090909090909,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,love everyone breaking right summer. yay single friends best friends butreally
0,0,0.1662857142857143,0.219047619047619,102,1,0,0.2962962962962963,0.0,0,0,0,0,1,0,0.1034285714285714,0.1177142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,love sitting traffic parking garage. love it.
0,0,0.1658333333333333,0.1166666666666666,103,0,0,0.1111111111111111,-0.0298333333333333,0,0,0,1,1,0,0.1613333333333333,-0.1616666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,omfg mel... miss smart ass. butidomissya
1,0,0.07925,0.2972222222222222,104,1,0,0.2674897119341564,0.0,0,1,0,0,1,0,0.08325,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,woke text phone calls bear shawnee states campus. bad im south carolina
